♻️ Reload Clairvoyant!
scan document: file:///home/lizon/example-app/app/Providers/AppServiceProvider.php
scan document: file:///home/lizon/example-app/app/Providers/AppServiceProvider.php
scan document: file:///home/lizon/example-app/app/Providers/AppServiceProvider.php
scan document: file:///home/lizon/example-app/app/Providers/EventServiceProvider.php
scan document: file:///home/lizon/example-app/app/Providers/AppServiceProvider.php
scan document: file:///home/lizon/example-app/app/Providers/AppServiceProvider.php
scan document: file:///home/lizon/example-app/app/Contract/Parser.php
scan document: file:///home/lizon/example-app/app/Contract/Parser.php
scan document: file:///home/lizon/example-app/app/Contract/Parser.php
scan document: file:///home/lizon/example-app/app/Contract/Parser.php
scan document: file:///home/lizon/example-app/app/Contract/Parser.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/console.php%3AZone.Identifier
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/resources/views/admin/index.blade.php
scan document: file:///home/lizon/example-app/config/cors.php
scan document: file:///home/lizon/example-app/app/Services/ParserService.php
scan document: file:///home/lizon/example-app/app/Services/ParserService.php
scan document: file:///home/lizon/example-app/app/Services/ParserService.php
scan document: file:///home/lizon/example-app/app/Services/ParserService.php
scan document: file:///home/lizon/example-app/app/Services/ParserService.php
scan document: file:///home/lizon/example-app/app/Services/ParserService.php
scan document: file:///home/lizon/example-app/app/Providers/AppServiceProvider.php
scan document: file:///home/lizon/example-app/app/Providers/AppServiceProvider.php
scan document: file:///home/lizon/example-app/app/Providers/AppServiceProvider.php
scan document: file:///home/lizon/example-app/app/Providers/AppServiceProvider.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Auth/LoginController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/Admin/ParserController.php
scan document: file:///home/lizon/example-app/config/services.php
scan document: file:///home/lizon/example-app/config/services.php
scan document: file:///home/lizon/example-app/config/services.php
scan document: file:///home/lizon/example-app/config/services.php
scan document: file:///home/lizon/example-app/config/services.php
scan document: file:///home/lizon/example-app/config/services.php
scan document: file:///home/lizon/example-app/config/services.php
scan document: file:///home/lizon/example-app/app/Providers/EventServiceProvider.php
scan document: file:///home/lizon/example-app/app/Providers/EventServiceProvider.php
scan document: file:///home/lizon/example-app/app/Providers/EventServiceProvider.php
scan document: file:///home/lizon/example-app/app/Providers/EventServiceProvider.php
scan document: file:///home/lizon/example-app/app/Providers/EventServiceProvider.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/SocialController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/SocialController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/SocialController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/SocialController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/SocialController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/SocialController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/SocialController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/SocialController.php
scan document: file:///home/lizon/example-app/app/Models/Category.php
scan document: file:///home/lizon/example-app/app/Models/News.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/SocialController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/SocialController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/SocialController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/SocialController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/SocialController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/SocialController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/SocialController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/SocialController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/SocialController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/SocialController.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/SocialController.php
scan document: file:///home/lizon/example-app/app/Services/SocialService.php
scan document: file:///home/lizon/example-app/app/Services/SocialService.php
scan document: file:///home/lizon/example-app/app/Services/SocialService.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/SocialController.php
scan document: file:///home/lizon/example-app/app/Services/SocialService.php
scan document: file:///home/lizon/example-app/app/Services/SocialService.php
scan document: file:///home/lizon/example-app/app/Http/Controllers/SocialController.php
scan document: file:///home/lizon/example-app/config/app.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_02_125327_add_avatar_field_in_user_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_02_125327_add_avatar_field_in_user_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_02_125327_add_avatar_field_in_user_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_02_125327_add_avatar_field_in_user_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_02_125327_add_avatar_field_in_user_table.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_02_125327_add_avatar_field_in_users_table.php
detach document: file:///home/lizon/example-app/database/migrations/2021_10_02_125327_add_avatar_field_in_user_table.php
scan document: file:///home/lizon/example-app/app/Services/SocialService.php
scan document: file:///home/lizon/example-app/app/Services/SocialService.php
scan document: file:///home/lizon/example-app/app/Services/SocialService.php
scan document: file:///home/lizon/example-app/app/Services/SocialService.php
scan document: file:///home/lizon/example-app/app/Contract/Social.php
scan document: file:///home/lizon/example-app/app/Contract/Social.php
scan document: file:///home/lizon/example-app/app/Contract/Social.php
scan document: file:///home/lizon/example-app/app/Contract/Social.php
scan document: file:///home/lizon/example-app/app/Contract/Social.php
scan document: file:///home/lizon/example-app/app/Services/SocialService.php
scan document: file:///home/lizon/example-app/app/Services/SocialService.php
scan document: file:///home/lizon/example-app/app/Services/SocialService.php
scan document: file:///home/lizon/example-app/app/Services/SocialService.php
scan document: file:///home/lizon/example-app/app/Services/SocialService.php
scan document: file:///home/lizon/example-app/app/Services/SocialService.php
scan document: file:///home/lizon/example-app/app/Services/SocialService.php
scan document: file:///home/lizon/example-app/app/Services/SocialService.php
scan document: file:///home/lizon/example-app/app/Services/SocialService.php
scan document: file:///home/lizon/example-app/app/Services/SocialService.php
scan document: file:///home/lizon/example-app/app/Services/SocialService.php
scan document: file:///home/lizon/example-app/app/Services/SocialService.php
scan document: file:///home/lizon/example-app/resources/views/auth/login.blade.php
scan document: file:///home/lizon/example-app/resources/views/auth/login.blade.php
scan document: file:///home/lizon/example-app/resources/views/auth/login.blade.php
scan document: file:///home/lizon/example-app/resources/views/auth/login.blade.php
scan document: file:///home/lizon/example-app/resources/views/auth/login.blade.php
scan document: file:///home/lizon/example-app/resources/views/auth/login.blade.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/resources/views/auth/login.blade.php
scan document: file:///home/lizon/example-app/resources/views/auth/login.blade.php
scan document: file:///home/lizon/example-app/resources/views/auth/login.blade.php
scan document: file:///home/lizon/example-app/resources/views/auth/login.blade.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/routes/web.php
scan document: file:///home/lizon/example-app/resources/views/account/index.blade.php
scan document: file:///home/lizon/example-app/resources/views/account/index.blade.php
scan document: file:///home/lizon/example-app/resources/views/account/index.blade.php
scan document: file:///home/lizon/example-app/resources/views/account/index.blade.php
scan document: file:///home/lizon/example-app/resources/views/account/index.blade.php
scan document: file:///home/lizon/example-app/resources/views/account/index.blade.php
scan document: file:///home/lizon/example-app/resources/views/account/index.blade.php
scan document: file:///home/lizon/example-app/resources/views/account/index.blade.php
scan document: file:///home/lizon/example-app/database/migrations/2021_10_02_112238_add_last_login_at_field_in_users_table.php
scan document: file:///home/lizon/example-app/app/Models/User.php
scan document: file:///home/lizon/example-app/app/Events/UserEvent.php
